,0,1
0,-4.7923436,-0.62813336
1,-0.77289087,-4.162792
2,-5.2197556,0.5034989
3,-4.4283576,0.06233388
4,-3.2850575,3.1378503
5,-0.071200654,-5.1258674
6,-4.008596,4.0264277
7,4.672497,0.054337043
8,-3.674927,-4.5304637
9,-3.8700244,3.6899333
10,3.9206994,-4.1831784
11,-2.9070601,-3.7142808
12,0.20254025,-4.3351445
13,2.703125,-4.522443
14,-0.2601996,-4.178429
15,2.800123,3.6749153
16,0.055747837,5.55342
17,3.6976073,-3.96322
18,-3.6436665,3.4943483
19,4.441409,2.3407485
20,4.9929614,-0.35187057
21,-0.007446901,4.4508705
22,-0.16967006,-4.17296
23,3.8143053,-3.3336961
24,-5.01001,-0.87298375
25,0.7575861,-5.199457
26,0.90703,5.6087217
27,-3.6837325,-0.46104723
28,-4.8379173,-0.5737823
29,-3.389682,3.844551
30,-0.77693564,5.7883654
31,-0.28289497,5.3149667
32,3.93464,-3.463079
33,0.42915612,-5.306992
34,-4.891305,0.32361463
35,3.304934,-3.4267464
36,-0.7508735,-4.5411215
37,4.0931993,-3.088951
38,2.6811247,-2.6321785
39,-5.016606,-0.28933105
40,4.2526526,4.6754117
41,-5.2025385,0.25020713
42,-3.011302,3.5274289
43,3.9108229,-2.2415876
44,4.69065,0.3293084
45,4.6661053,0.29049137
46,5.4512396,-0.55146414
47,4.080702,0.092212126
48,4.01545,-0.18506266
49,-3.986917,-4.1903553
50,-3.8623846,3.4394262
51,2.5848176,-4.4643574
52,6.1362963,-0.3280601
53,5.6866536,-0.22055148
54,4.0189824,-3.6470406
55,-0.804885,-5.0568542
56,3.1032157,2.8721955
57,4.7065997,1.016006
58,3.2287645,-2.6047852
59,-4.9217978,-0.77621925
60,4.859582,3.3286114
61,-0.21175782,5.3219256
62,4.2383094,2.941132
63,-3.070852,3.549686
64,-5.545802,0.78958297
65,-3.0298586,-2.4372585
66,2.2151213,3.181776
67,4.705217,4.044518
68,-0.3079176,4.900088
69,-0.11393342,-4.174245
70,-0.53405243,-5.4279227
71,-4.3209085,3.0873117
72,4.160579,3.5599477
73,1.8879809,2.5296214
74,4.800197,-0.2887404
75,-4.051355,-0.17198074
76,0.07282666,4.4244404
77,-5.375413,-0.048525915
78,3.8282688,-3.6731324
79,-3.8075092,-2.738276
80,-5.7169557,0.3751229
81,0.7561665,-5.253782
82,-2.8809829,3.9333632
83,-3.6949134,3.7990434
84,-0.6037315,-4.5901937
85,-5.4260507,0.1938674
86,2.2143304,-4.6067486
87,-3.587207,-3.8048832
88,-0.5401747,4.6008096
89,0.83376116,5.3594
90,4.088449,3.548168
91,3.9887774,-3.6460683
92,2.985894,-3.332227
93,-3.641063,-3.497081
94,-5.036165,-0.9512726
95,-2.7733877,3.6677308
96,-1.2536483,-4.661398
97,-0.5171519,-5.0100036
98,4.56714,-1.4707644
99,-0.084140904,-4.6674266
100,0.7063323,4.344223
101,-0.25942826,-4.0782194
102,4.687837,0.39960706
103,2.456384,-3.915694
104,5.389351,-0.75790226
105,3.766589,3.422396
106,-0.019049047,6.1882253
107,0.52263945,4.390993
108,3.289729,4.263818
109,0.006248857,5.3824906
110,-0.78018576,-5.2338805
111,-3.02034,-3.0149133
112,2.7303574,3.997359
113,-4.6866374,0.14893715
114,0.70309895,-4.7986946
115,2.8911028,-3.3295565
116,-0.5722577,4.0102015
117,3.1047058,3.507079
118,-3.7214506,3.6043348
119,-0.10583642,5.558068
120,3.669014,-3.647929
121,-3.2348065,4.56594
122,0.28545249,-4.4390526
123,-3.4485204,-3.9221218
124,0.11687379,-5.3214216
125,0.18107995,4.2980223
126,-4.605672,-0.23423667
127,3.6686318,4.102095
128,-4.2298903,-4.017116
129,-0.5342452,-4.2941384
130,0.52080184,-4.6146603
131,-3.0833619,-3.0678976
132,0.6835276,-5.17921
133,0.15404446,5.0755386
134,0.010604445,-5.248075
135,-3.8404632,-3.3165214
136,3.0812795,3.4338527
137,3.2893066,3.1920068
138,0.021349829,4.564285
139,-3.5303874,2.9133852
140,-0.71822435,-5.3700595
141,2.818953,-3.2666445
142,4.6456485,3.550501
143,-0.58218235,-5.389992
144,-3.5786424,3.6924613
145,-5.4985704,-0.8252735
146,4.339174,-0.7250181
147,-5.334329,0.41167167
148,4.4550247,3.2409012
149,0.44275728,4.851978
150,4.8063846,0.65914047
151,0.39255467,-5.122047
152,3.532026,2.8044224
153,-0.1351347,-5.8561163
154,-3.2625844,-3.3606825
155,-3.8762493,3.2059526
156,0.2045559,-5.1504965
157,-4.9834704,0.52492166
158,2.6638312,-2.6071784
159,-3.1226254,3.3759606
160,3.8728857,-3.8908648
161,-3.8769245,4.6783066
162,-5.063032,0.006058445
163,0.43246716,-5.2416015
164,-5.1062913,0.91081333
165,-3.9280906,4.052529
166,3.2324946,3.7272584
167,3.203322,-3.369114
168,3.500121,3.7878735
169,3.4956312,-2.924509
170,3.5828016,3.8302834
171,4.4554033,-0.17399132
172,0.25288182,5.4612217
173,3.3685358,3.185985
174,-5.1495023,0.5498816
175,-0.39965954,-5.532984
176,0.69998914,-4.815632
177,4.1809134,-3.448608
178,-0.19250886,4.372364
179,0.2725436,-5.64835
180,-0.28231558,-5.4526744
181,-0.78262293,-5.547209
182,-3.7969227,-3.9230545
183,-5.305313,1.8019885
184,-3.6749797,-3.870006
185,-4.818925,-0.79972225
186,-5.479258,-1.6283886
187,-3.032379,2.9446046
188,-4.0475473,-3.5005124
189,-5.0088496,0.6214521
190,-2.3976011,3.9287329
191,-0.82634217,-4.3190994
192,-5.2366924,0.49596694
193,4.3187103,4.3067756
194,5.309653,-0.30485672
195,4.3082623,3.0714946
196,-0.18199502,-4.2632146
197,4.7897058,-0.17692438
198,0.98242354,-4.9151397
199,4.9124002,0.4263833
200,-4.1432476,-3.4309504
201,0.12752774,-4.2661743
202,-5.2140164,-2.131427
203,0.43533152,-5.2647047
204,-0.1639159,-5.1145854
205,0.33840734,4.9816985
206,5.2936893,0.7564647
207,-3.8998396,3.6092074
208,3.0711954,-3.8960228
209,3.090006,3.3281295
210,-3.6092265,-3.4565566
211,-5.2285175,-0.095972575
212,-3.3041441,-3.884878
213,1.0613248,-4.7878423
214,4.623202,-0.0038650709
215,-3.6809192,2.889511
216,0.22709191,-5.2568235
217,-3.8079224,-4.9966693
218,-2.7832327,3.9709303
219,-0.08186608,5.0661097
220,0.3704615,-4.788885
221,-4.9758916,-0.0025299334
222,3.7651772,3.5363426
223,3.4512055,-3.578716
224,-3.751019,2.849681
225,-0.22736757,-3.8656788
226,5.7191353,-0.28242314
227,1.3424704,5.094031
228,-0.13308688,-4.49964
229,-3.054906,-2.8581147
230,-0.024093201,4.800302
231,3.205826,-4.1897464
232,-0.50458956,4.6941576
233,3.971616,-4.4351635
234,-4.3841476,4.1391425
235,3.4537115,-2.834823
236,-4.985418,2.5099447
237,-2.9007006,3.451164
238,-5.220304,0.771136
239,3.309138,3.189556
240,-4.103543,4.4861555
241,3.8839846,-2.7655947
242,4.824332,-0.7117916
243,-4.582092,3.1259682
244,0.21650666,-4.4689136
245,3.1676602,-2.686492
246,5.067413,-0.26842925
247,-0.895163,4.9309664
248,-3.4603956,-2.8515182
249,0.61751354,5.536338
250,3.8546681,3.8238144
251,-2.889431,3.6354868
252,-4.0843906,-4.387247
253,4.34509,-0.03968892
254,-0.31551304,-4.9280252
255,5.144468,0.2021246
256,-0.6721251,5.2543507
257,4.758208,-3.3749726
258,-4.0569434,3.7113767
259,-0.6392541,-5.4112544
260,2.9204645,2.4395306
261,-3.8786063,4.086129
262,-3.6546948,-3.6875305
263,2.6062603,3.7929137
264,4.7258606,-0.9799007
265,-0.26414213,-3.9849577
266,4.1134434,-0.09157174
267,-4.1565976,2.4390643
268,0.07657898,4.5323668
269,-0.37442398,5.7880616
270,-0.5405716,4.5953674
271,0.14425567,5.115526
272,-3.617161,4.513018
273,5.1468406,0.016641747
274,-3.826807,-3.707533
275,-3.3029559,3.5311956
276,4.971444,0.5536408
277,3.7545307,-3.687765
278,-3.4422047,-3.8793716
279,4.6096115,-0.6924356
280,-3.3042312,-2.465383
281,-0.29865488,-5.1276135
282,1.004724,-5.375133
283,0.27266386,5.952463
284,-0.36614433,-5.3832946
285,-0.50834274,5.104261
286,0.12541784,4.379922
287,-3.9534566,4.2213316
288,-0.98391527,4.7308054
289,0.7263991,-5.0378776
290,0.79255676,5.1153927
291,-4.1810503,-0.6937045
292,-5.327691,0.41644058
293,0.57150424,5.3139076
294,4.8308163,-0.6486393
295,4.13864,-0.12047197
296,-5.9500537,0.6600432
297,4.652598,0.17831436
298,0.54166603,-4.457577
299,5.1015134,0.28413445
300,3.6418157,-3.2474284
301,0.37850943,-5.495978
302,-3.286337,3.817152
303,-0.709973,4.413193
304,-0.668143,5.1276464
305,0.5939324,5.4007025
306,3.3748822,-3.4017725
307,2.77021,-3.9195914
308,-0.109950386,-5.7530084
309,2.9787693,4.166309
310,5.4690404,0.6303431
311,3.533748,-3.4872346
312,5.7213645,-0.23932116
313,-3.7397,-2.994096
314,-4.062799,-3.2299144
315,-4.88271,-0.38742715
316,0.073053405,5.099301
317,-0.9614312,4.7216377
318,4.044389,-3.943303
319,2.8671749,-2.6163797
320,-3.1862173,-3.2198188
321,2.628408,-3.8930092
322,-0.1899489,5.5613756
323,-4.0788755,3.3323598
324,-3.0394347,3.3606322
325,5.0932055,-0.06614676
326,4.1478343,-0.20321424
327,3.0300727,3.9911282
328,-4.4930997,0.6097024
329,3.813705,3.8088882
330,5.0640674,-0.115951724
331,-0.27552176,4.5441184
332,0.017405078,-4.6088295
333,2.6685395,-3.4471695
334,5.619794,0.58339095
335,0.8414828,4.5735416
336,0.25158453,5.100596
337,-3.241457,-3.3569372
338,2.4255862,3.4222362
339,-2.3796868,-4.3762283
340,4.505454,0.2637126
341,2.6883407,-3.0870306
342,4.4421873,-3.0792823
343,-4.532626,-0.4031021
344,3.8643303,0.9714753
345,0.11150437,-4.440858
346,3.4293776,4.340457
347,-3.6128154,-2.9976697
348,-4.400639,-0.20655453
349,2.8530185,-3.102853
350,-3.9142709,4.0586877
351,-3.4448526,-2.632827
352,-2.4297442,-3.4640334
353,-0.97054106,4.8706293
354,0.37897035,4.245929
355,6.277337,0.24279581
356,0.016957719,-5.027116
357,2.9571815,-0.17129594
358,3.244705,3.139367
359,-5.468253,-0.32858267
360,-0.5908639,-4.472161
361,0.3454008,5.5977364
362,3.8151038,3.2578726
363,0.35563478,-6.116984
364,0.10538304,4.110624
365,-3.1286964,3.145159
366,5.110746,-0.16417971
367,-3.2950923,3.3807456
368,4.3590884,3.5991623
369,-4.0080647,4.342645
370,3.5948863,3.9567316
371,0.007809606,3.7618632
372,0.26025826,-4.982708
373,4.479375,-3.4300656
374,5.0372057,0.48500332
375,4.126907,3.4995205
376,-0.09723041,4.789611
377,5.1089005,-0.21275243
378,3.7268143,-2.7371027
379,6.4787717,1.0321012
380,0.34918845,4.814005
381,3.5299432,-4.0763726
382,4.1671915,-3.3382502
383,4.686043,5.0418077
384,-0.28397572,5.772499
385,-0.04464356,-5.323052
386,0.34117758,-5.4044595
387,-3.2685964,-2.891495
388,3.5241537,3.8720553
389,-4.5061274,-3.5053496
390,-4.7927027,0.082469575
391,0.58152634,-5.4811463
392,-0.18600464,-6.3359866
393,-5.966565,-0.38598496
394,5.238181,-0.7203144
395,3.7999356,-2.601837
396,3.0042412,-2.9070327
397,-3.1935103,-4.4642434
398,-3.7776449,4.3569784
399,-4.9648147,3.9381413
400,3.8477962,4.4137173
401,3.3405125,3.9944875
402,-5.1030035,0.537636
403,4.73276,0.08729558
404,-0.3390333,-4.3331523
405,-0.15916486,-4.6229134
406,2.9958978,-3.5105762
407,4.1032724,3.3533869
408,-3.2666676,4.203227
409,-3.5169318,-2.9989145
410,-6.183957,0.28057086
411,-4.8254137,3.8638532
412,4.4621067,0.8239618
413,2.6306646,4.2866197
414,-0.48606434,5.5467668
415,5.7627077,-0.017543076
416,-3.5352643,-4.1675043
417,-0.13339132,-5.9066324
418,0.81587636,-4.327267
419,4.597894,-0.44804975
420,-2.5764928,3.3855622
421,-4.4135356,-0.3157089
422,3.8621078,-3.3784385
423,3.7179937,-3.3656647
424,0.018981297,-4.4787264
425,4.168968,3.7388263
426,3.5990012,3.4831996
427,4.0156727,0.24521446
428,0.6154124,3.8974576
429,-0.30335653,-4.331462
430,-4.0979815,3.8962927
431,-2.8575828,-3.025054
432,5.054473,0.15670137
433,3.1718302,-3.8873758
434,-1.1329824,-4.8892365
435,4.59777,-3.1449776
436,-3.6925154,-3.1502533
437,5.057733,0.25231615
438,3.534117,3.8684607
439,-1.4927517,-6.10921
440,4.055273,3.8647273
441,-3.168392,3.1286314
442,-4.0708575,-2.916962
443,-0.6086065,-4.647206
444,5.406351,0.08088527
445,3.3246033,4.3639727
446,3.1892078,-3.282376
447,-4.072041,3.0586412
448,1.2761146,5.386431
449,-0.9614698,4.8656073
450,0.36030656,5.6467013
451,-3.5864627,4.122854
452,-0.3595927,-5.1263337
453,-5.2862887,-0.15663642
454,-3.601295,-4.020557
455,-3.7331555,3.7512524
456,-3.2403572,2.7947493
457,2.363665,3.8178368
458,0.6261453,-5.9155426
459,0.73033774,-4.527225
460,5.6304545,0.49574932
461,-3.1246526,4.49934
462,-3.6514847,3.944417
463,-0.09879364,-4.8849044
464,5.0916853,-0.38590735
465,-0.07496125,4.7728066
466,-5.103268,0.22169948
467,4.9503126,0.6391245
468,5.540089,-0.6482867
469,4.171075,-0.3446504
470,2.9061816,-3.9489446
471,0.16899098,-4.642697
472,-3.2708437,4.1957645
473,-0.43725768,-5.621883
474,3.383436,-3.7651792
475,0.8008851,-5.6457777
476,5.525464,-0.5637349
477,0.049127102,4.5229025
478,-2.0358098,2.493582
479,-4.7092285,0.20515068
480,-4.7904687,-1.5966794
481,3.9129765,-3.8974934
482,1.8058268,-2.702053
483,4.044162,-1.2847646
484,0.55608904,-5.824104
485,-3.7645352,-4.0590186
486,4.2494435,-3.2345474
487,-5.2008886,-0.94178784
488,-5.5674763,-0.16040005
489,-4.1156526,3.420484
490,5.096135,0.45500994
491,0.29147407,4.4332542
492,3.2893538,3.3992243
493,3.7494411,-3.6595829
494,3.7013881,-2.785037
495,5.155547,4.0348635
496,3.0354507,-3.6742268
497,-4.089215,-3.7031188
