,0,1
0,4.258389,-3.1396515
1,-3.6132593,3.8936853
2,0.39040798,-4.7544675
3,0.6551942,-4.6921616
4,1.1656506,5.500239
5,-4.3557906,-3.6858249
6,-2.9068718,3.5023623
7,4.8772345,0.63220406
8,5.57531,-0.8741747
9,0.58097756,-5.2257447
10,3.5153615,-4.007465
11,2.636537,3.6140983
12,0.6908187,-4.729838
13,-3.770693,2.854423
14,3.8807652,-2.772403
15,-0.3358925,-5.6305866
16,4.8897104,1.2233984
17,3.4491515,-2.6725261
18,4.997709,-0.5379986
19,3.8070853,2.8031075
20,-4.3318295,-4.344039
21,3.8552206,3.9604945
22,2.7718134,4.0512652
23,5.1680746,-0.52169937
24,4.966362,-0.05709102
25,4.701565,0.29212844
26,-0.71582574,5.179025
27,0.48894933,4.812301
28,3.797756,3.6472237
29,0.38347214,-5.37448
30,3.4126766,-3.9962845
31,2.7176945,-3.3132315
32,-2.8743398,3.670571
33,0.6490289,4.972377
34,4.0849733,-4.4360733
35,-4.098775,-3.4341
36,-4.356444,3.0899765
37,-4.7109556,0.49771225
38,-4.008858,3.9949057
39,2.3807628,2.8499827
40,-3.0660148,-3.5538728
41,2.7476833,-4.3996243
42,2.5874233,-3.130057
43,0.12124629,6.6559005
44,-4.159585,-3.6021767
45,4.1247363,-3.498934
46,-3.2054436,3.3940058
47,3.6341143,3.1827815
48,-4.4785123,2.9360456
49,0.32730576,-4.818948
50,5.69812,-0.6559712
51,-2.9880455,3.5613065
52,-5.1533575,-0.25080428
53,-2.732562,-4.094771
54,3.3755503,2.9889436
55,-3.977411,-3.1040013
56,5.040983,-0.5540242
57,-4.2762685,-0.1062259
58,-3.7648075,3.48955
59,3.275558,-3.8471398
60,-6.1476593,0.65619123
61,-2.995177,3.4303215
62,3.308142,4.3775487
63,-5.595627,0.094731614
64,-3.939767,-3.4801877
65,-0.19315416,-5.1124635
66,3.8392985,4.1200557
67,-5.370487,-0.64383066
68,-3.449386,3.5565295
69,-4.0645447,3.3517792
70,0.03515204,5.9478827
71,-0.4355062,-5.5954084
72,0.93205434,-4.7530055
73,4.430426,3.4901068
74,4.1876183,3.975841
75,-3.558714,-4.109412
76,-2.9746664,3.1761699
77,0.96614945,-4.6138396
78,5.4149346,0.021752888
79,0.41975242,5.217087
80,-3.5773609,4.2315235
81,0.764286,-3.781499
82,4.549555,-0.4200724
