,0,1
0,2.5433505,-0.45664966
1,2.1021843,-0.8959298
2,2.3095388,-0.6866883
3,2.1137052,-0.8806333
4,2.059869,-0.9325803
5,2.0271304,-0.96342826
6,2.27848,-0.7101865
7,2.3566327,-0.630141
8,2.4349957,-0.5498838
9,2.1559796,-0.8270043
10,2.3582177,-0.62287
11,2.272873,-0.70631707
12,2.179421,-0.7978699
13,2.3819609,-0.59343004
14,2.5132723,-0.46021736
15,2.3169694,-0.6546178
16,2.308919,-0.6607646
17,2.1378427,-0.82993627
18,2.3132625,-0.65261036
19,2.4230158,-0.5409497
20,2.2721984,-0.6898589
21,2.4880013,-0.47214645
22,2.4743428,-0.48389447
23,2.1484857,-0.80784
24,2.4095876,-0.5448249
25,2.4603915,-0.49210685
26,2.0841155,-0.8664676
27,2.2626739,-0.68599296
28,2.0685823,-0.8781666
29,2.2975101,-0.6473198
30,2.0753014,-0.8676089
31,2.0122094,-0.9287798
32,2.0042844,-0.9347824
33,2.284792,-0.6523513
34,2.1556218,-0.77959704
35,2.274787,-0.6585059
36,2.0308912,-0.9004749
37,2.3577256,-0.5717126
38,2.2276773,-0.6998313
39,2.5254807,-0.40009755
40,2.5139928,-0.40965408
41,2.538827,-0.38288713
42,2.2893639,-0.6304163
43,2.278188,-0.6396574
44,2.2524295,-0.66347957
45,2.3842764,-0.5296953
46,2.5565052,-0.35552824
47,2.4006429,-0.5094507
48,2.1235409,-0.784612
49,2.279627,-0.62658393
50,2.339385,-0.56488323
51,2.0718617,-0.83046186
52,2.1555743,-0.74480426
53,2.094386,-0.80404556
54,2.1231065,-0.7733778
55,2.18536,-0.70917547
56,2.2069693,-0.68561643
57,2.0541768,-0.8364577
58,2.557313,-0.33136934
59,2.0196588,-0.86706996
60,2.5403051,-0.34446907
61,2.1812363,-0.70158255
62,2.1289997,-0.7518623
63,2.450276,-0.4286279
64,2.2895231,-0.5874222
65,2.4326558,-0.44232917
66,2.0346532,-0.83837044
67,2.2507565,-0.6203047
68,2.526362,-0.3427353
69,2.3655322,-0.50160074
70,2.3576014,-0.5075655
71,2.0989137,-0.7642863
72,2.5303555,-0.33087635
73,2.2714105,-0.58785206
74,2.3700223,-0.48727
75,2.1993175,-0.6560032
76,2.4123864,-0.44096154
77,2.5122395,-0.339135
78,2.479754,-0.3696456
79,2.2708416,-0.57658184
80,2.0981417,-0.74730456
81,2.5580082,-0.2854597
82,2.1433396,-0.6981487
83,2.3818784,-0.45763004
84,2.5313525,-0.30617416
85,2.0269516,-0.80859214
86,2.4309766,-0.40258312
87,2.5923848,-0.2391901
88,2.1668901,-0.66269857
89,2.4029343,-0.42466712
90,2.5147228,-0.3108905
91,2.1287599,-0.6948638
92,2.3803363,-0.44129717
93,2.3956957,-0.42394608
94,2.0254936,-0.79215527
95,2.2022192,-0.6134355
96,2.419568,-0.39409196
97,2.2411437,-0.5705198
98,2.0009532,-0.80871356
99,2.3901634,-0.4175048
100,2.5414162,-0.26425248
101,2.1996293,-0.6040387
102,2.5143425,-0.28732395
103,2.3730798,-0.4265836
104,2.1587849,-0.63887465
105,2.0945067,-0.7011481
106,2.350141,-0.44350767
107,2.2860072,-0.5056343
108,2.1408486,-0.6487847
109,2.2676702,-0.51995355
110,2.2770572,-0.50855607
111,1.9992986,-0.78430307
112,2.3591864,-0.4224025
113,2.1234653,-0.65610987
114,2.128458,-0.6491021
115,2.4185328,-0.35701108
116,2.1107516,-0.6627756
117,2.5825565,-0.18895257
118,2.1593325,-0.610157
119,2.3719673,-0.3955018
120,2.3956866,-0.3697611
121,2.0069115,-0.75651383
122,2.253861,-0.5075404
123,2.3910484,-0.36832845
124,2.38443,-0.37292093
125,2.4966006,-0.25872344
126,2.344213,-0.40908313
127,2.474304,-0.2769631
128,2.1591525,-0.5900842
129,2.3455095,-0.40169567
130,2.3709607,-0.37421256
131,2.1482134,-0.594926
132,2.044098,-0.69700694
133,2.2734838,-0.46558595
134,2.5714111,-0.16562176
135,2.3281245,-0.4068706
